Drug Code,Ingredient,Company Name,Class,Descriptor,Current Status Flag,Status,Route of Admin
87664,HYDROCHLOROTHIAZIDE,PHARMASCIENCE INC,Human,,Y,MARKETED,ORAL
87668,OCTINOXATE,MAKE UP ART COSMETICS DIST MAC,Human,,Y,MARKETED,TOPICAL
87670,DICHLOROBENZYL ALCOHOL,RECKITT BENCKISER (CANADA) INC,Human,,Y,MARKETED,ORAL
87671,SULFAMETHAZINE SODIUM,ALBERTA VETERINARY LABORATORIES LTD,Veterinary,,Y,MARKETED,ORAL
87672,WHITE PETROLATUM,ALBERTA VETERINARY LABORATORIES LTD,Veterinary,,Y,MARKETED,ORAL
87673,SULFAQUINOXALINE,ALBERTA VETERINARY LABORATORIES LTD,Veterinary,,Y,MARKETED,ORAL
87677,MONTELUKAST (MONTELUKAST SODIUM),JAMP PHARMA CORPORATION,Human,,Y,MARKETED,ORAL
87679,ESCITALOPRAM,LUNDBECK CANADA INC,Human,,Y,MARKETED,ORAL
87680,ESCITALOPRAM,LUNDBECK CANADA INC,Human,,Y,MARKETED,ORAL
87681,PACLITAXEL,ACCORD HEALTHCARE INC,Human,,Y,MARKETED,INTRAVENOUS
87682,GABAPENTIN,MARCAN PHARMACEUTICALS INC,Human,,Y,MARKETED,ORAL
87683,GABAPENTIN,MARCAN PHARMACEUTICALS INC,Human,,Y,MARKETED,ORAL
87684,GABAPENTIN,MARCAN PHARMACEUTICALS INC,Human,,Y,MARKETED,ORAL
87688,TRAMADOL HYDROCHLORIDE,PHARMAPAR INC,Human,,Y,MARKETED,ORAL
87689,BUPROPION HYDROCHLORIDE,SANIS HEALTH INC,Human,,Y,MARKETED,ORAL
87690,BUPROPION HYDROCHLORIDE,SANIS HEALTH INC,Human,,Y,MARKETED,ORAL
87691,BISOPROLOL FUMARATE,SANIS HEALTH INC,Human,,Y,MARKETED,ORAL
87692,BISOPROLOL FUMARATE,SANIS HEALTH INC,Human,,Y,MARKETED,ORAL
87693,PIOGLITAZONE (PIOGLITAZONE HYDROCHLORIDE),ACCORD HEALTHCARE INC,Human,,Y,MARKETED,ORAL
87694,DICYCLOMINE HYDROCHLORIDE,JAMP PHARMA CORPORATION,Human,,Y,MARKETED,ORAL
87699,ZOLPIDEM TARTRATE,VALEANT CANADA LP/VALEANT CANADA S.E.C.,Human,,Y,MARKETED,SUBLINGUAL
87700,OCTINOXATE,BOBBI BROWN PROFESSIONAL COSMETICS DIST,Human,,Y,MARKETED,TOPICAL
87703,ZOPICLONE,MINT PHARMACEUTICALS INC,Human,,Y,MARKETED,ORAL
87704,ZOPICLONE,MINT PHARMACEUTICALS INC,Human,,Y,MARKETED,ORAL
87706,DARBEPOETIN ALFA,AMGEN CANADA INC,Human,40MCG/0.4ML SINGLE-USE PREFILLED SYRINGES (SINGLEJECT),Y,MARKETED,SUBCUTANEOUS
87707,DARBEPOETIN ALFA,AMGEN CANADA INC,Human,50µG/0.5ML SINGLE-USE PREFILLED SYRINGES (SINGLEJECT),Y,MARKETED,SUBCUTANEOUS
87708,DARBEPOETIN ALFA,AMGEN CANADA INC,Human,80µG/0.4ML SINGLE-USE PREFILLED SYRINGES (SINGLEJECT),Y,MARKETED,SUBCUTANEOUS
87709,DARBEPOETIN ALFA,AMGEN CANADA INC,Human,100µG/0.5ML SINGLE-USE PREFILLED SYRINGES (SINGLEJECT),Y,MARKETED,SUBCUTANEOUS
87710,DARBEPOETIN ALFA,AMGEN CANADA INC,Human,130µG/0.65ML SINGLE-USE PREFILLED SYRINGES (SINGLEJECT),Y,MARKETED,SUBCUTANEOUS
87711,DARBEPOETIN ALFA,AMGEN CANADA INC,Human,150µG/0.3ML SINGLE-USE PREFILLED SYRINGES (SINGLEJECT),Y,MARKETED,SUBCUTANEOUS
87712,DARBEPOETIN ALFA,AMGEN CANADA INC,Human,200µG/0.4ML SINGLE-USE PREFILLED SYRINGES (SINGLEJECT),Y,MARKETED,SUBCUTANEOUS
87714,DARBEPOETIN ALFA,AMGEN CANADA INC,Human,300µG/0.6ML SINGLE-USE PREFILLED SYRINGES (SINGLEJECT),Y,MARKETED,SUBCUTANEOUS
87727,ALKYL DIMETHYL ETHYLBENZYL AMMONIUM CHLORIDE,CELESTE INDUSTRIES CORPORATION,Disinfectant,,Y,MARKETED,DISINFECTANT (Institutional/Industrial)
87728,OCTYL DECYL DIMETHYL AMMONIUM CHLORIDE,OXI BRITE INC,Disinfectant,,Y,MARKETED,DISINFECTANT (Domestic)
87729,DIDECYL DIMETHYL AMMONIUM CHLORIDE,KAIVAC INC,Disinfectant,,Y,MARKETED,DISINFECTANT (Institutional/Industrial)
87731,CITRIC ACID,METHOD PRODUCTS INC,Disinfectant,LIQUID,Y,MARKETED,DISINFECTANT (Institutional/Industrial)
87736,HYDROCHLORIC ACID,RECKITT BENCKISER (CANADA) INC,Disinfectant,,Y,MARKETED,DISINFECTANT (Domestic)
87738,BENZALKONIUM CHLORIDE,BUCKEYE INTERNATIONAL INC,Disinfectant,,Y,MARKETED,DISINFECTANT (Institutional/Industrial)
87739,OCTYL DECYL DIMETHYL AMMONIUM CHLORIDE,BUCKEYE INTERNATIONAL INC,Disinfectant,,Y,MARKETED,DISINFECTANT (Institutional/Industrial)
87740,OCTYL DECYL DIMETHYL AMMONIUM CHLORIDE,BETCO CORPORATION,Disinfectant,,Y,MARKETED,DISINFECTANT (Institutional/Industrial)
87741,AMLODIPINE (AMLODIPINE BESYLATE),BIOMED PHARMA,Human,,Y,MARKETED,ORAL
87742,AMLODIPINE (AMLODIPINE BESYLATE),BIOMED PHARMA,Human,,Y,MARKETED,ORAL
87743,AMLODIPINE (AMLODIPINE BESYLATE),BIOMED PHARMA,Human,,Y,MARKETED,ORAL
87750,LOSARTAN POTASSIUM,PHARMASCIENCE INC,Human,,Y,MARKETED,ORAL
87751,LOSARTAN POTASSIUM,PHARMASCIENCE INC,Human,,Y,MARKETED,ORAL
87752,LOSARTAN POTASSIUM,PHARMASCIENCE INC,Human,,Y,MARKETED,ORAL
87753,ANASTROZOLE,LABORATOIRE RIVA INC,Human,,Y,MARKETED,ORAL
87755,HYDROCHLOROTHIAZIDE,PRO DOC LIMITEE,Human,,Y,MARKETED,ORAL
87760,DARBEPOETIN ALFA,AMGEN CANADA INC,Human,10 MCG/0.4 ML SINGLE-USE PREFILLED SYRINGES (SINGLEJECT),Y,MARKETED,SUBCUTANEOUS
87761,DARBEPOETIN ALFA,AMGEN CANADA INC,Human,20 MCG/0.5ML SINGLE-USE PREFILLED SYRINGES (SINGLEJECT),Y,MARKETED,SUBCUTANEOUS
87762,DARBEPOETIN ALFA,AMGEN CANADA INC,Human,30 MCG/0.3 ML SINGLE-USE PREFILLED SYRINGES (SINGLEJECT),Y,MARKETED,SUBCUTANEOUS
87763,DARBEPOETIN ALFA,AMGEN CANADA INC,Human,60 MCG/0.3 ML SINGLE-USE PREFILLED SYRINGES (SINGLEJECT),Y,MARKETED,SUBCUTANEOUS
87764,DARBEPOETIN ALFA,AMGEN CANADA INC,Human,500µG/1ML SINGLE-USE PREFILLED SYRINGES (SINGLEJECT),Y,MARKETED,SUBCUTANEOUS
87767,OLANZAPINE,LABORATOIRE RIVA INC,Human,,Y,MARKETED,ORAL
87770,RALTEGRAVIR (RALTEGRAVIR POTASSIUM),MERCK CANADA INC,Human,,Y,MARKETED,ORAL
87771,RALTEGRAVIR (RALTEGRAVIR POTASSIUM),MERCK CANADA INC,Human,,Y,MARKETED,ORAL
87773,HEPARIN SODIUM,FRESENIUS KABI CANADA LTD,Human, USP,Y,MARKETED,SUBCUTANEOUS
87774,BENZALKONIUM CHLORIDE,RECKITT BENCKISER (CANADA) INC,Human,,Y,MARKETED,TOPICAL (HOUSEHOLD)
87775,ANASTROZOLE,BIOMED PHARMA,Human,,Y,MARKETED,ORAL
87776,LETROZOLE,BIOMED PHARMA,Human,,Y,MARKETED,ORAL
87778,GABAPENTIN,ACCORD HEALTHCARE INC,Human,,Y,MARKETED,ORAL
87779,GABAPENTIN,ACCORD HEALTHCARE INC,Human,,Y,MARKETED,ORAL
87781,BENDAMUSTINE HYDROCHLORIDE,TEVA CANADA LIMITED,Human,SINGLE-USE VIAL. I.V INFUSION ONLY.,Y,MARKETED,INTRAVENOUS
87782,BENDAMUSTINE HYDROCHLORIDE,TEVA CANADA LIMITED,Human,SINGLE-USE VIAL. I.V INFUSION ONLY.,Y,MARKETED,INTRAVENOUS
87786,ENSULIZOLE,BEIERSDORF CANADA INC,Human,,Y,MARKETED,TOPICAL
87795,OCTINOXATE,EMINENCE ORGANIC SKIN CARE,Human,,Y,MARKETED,TOPICAL
87801,TRANEXAMIC ACID,OMEGA LABORATORIES LTD,Human,,Y,MARKETED,INTRAVENOUS
87804,PREGABALIN,RANBAXY PHARMACEUTICALS CANADA INC.,Human,,Y,MARKETED,ORAL
87805,PREGABALIN,RANBAXY PHARMACEUTICALS CANADA INC.,Human,,Y,MARKETED,ORAL
87806,PREGABALIN,RANBAXY PHARMACEUTICALS CANADA INC.,Human,,Y,MARKETED,ORAL
87807,PREGABALIN,RANBAXY PHARMACEUTICALS CANADA INC.,Human,,Y,MARKETED,ORAL
87808,PREGABALIN,RANBAXY PHARMACEUTICALS CANADA INC.,Human,,Y,MARKETED,ORAL
87809,PREGABALIN,RANBAXY PHARMACEUTICALS CANADA INC.,Human,,Y,MARKETED,ORAL
87814,OCTISALATE,ESTEE LAUDER DIST,Human,,Y,MARKETED,TOPICAL
87815,OCTINOXATE,ESTEE LAUDER DIST,Human,,Y,MARKETED,TOPICAL
87816,OCTINOXATE,ELIZABETH ARDEN (CANADA) LIMITED,Human,,Y,MARKETED,TOPICAL
87817,FLUOXETINE (FLUOXETINE HYDROCHLORIDE),MARCAN PHARMACEUTICALS INC,Human,,Y,MARKETED,ORAL
87818,FLUOXETINE (FLUOXETINE HYDROCHLORIDE),MARCAN PHARMACEUTICALS INC,Human,,Y,MARKETED,ORAL
87819,NABILONE,TEVA CANADA LIMITED,Human,,Y,MARKETED,ORAL
87820,ATORVASTATIN (ATORVASTATIN CALCIUM),MYLAN PHARMACEUTICALS ULC,Human,,Y,MARKETED,ORAL
87821,ATORVASTATIN (ATORVASTATIN CALCIUM),MYLAN PHARMACEUTICALS ULC,Human,,Y,MARKETED,ORAL
87822,ATORVASTATIN (ATORVASTATIN CALCIUM),MYLAN PHARMACEUTICALS ULC,Human,,Y,MARKETED,ORAL
87823,ATORVASTATIN (ATORVASTATIN CALCIUM),MYLAN PHARMACEUTICALS ULC,Human,,Y,MARKETED,ORAL
87824,COAGULATION FACTOR IX (RECOMBINANT),PFIZER CANADA INC,Human,ALSO KNOWN AS NONACOG ALFA,Y,MARKETED,INTRAVENOUS
87825,HYDROCHLOROTHIAZIDE,MINT PHARMACEUTICALS INC,Human,,Y,MARKETED,ORAL
87826,HYDROCHLOROTHIAZIDE,MINT PHARMACEUTICALS INC,Human,,Y,MARKETED,ORAL
87827,HYDROCHLOROTHIAZIDE,MINT PHARMACEUTICALS INC,Human,,Y,MARKETED,ORAL
87828,NALOXONE HYDROCHLORIDE (NALOXONE HYDROCHLORIDE DIHYDRATE),OMEGA LABORATORIES LTD,Human,1ML & 10ML VIALS,Y,MARKETED,SUBCUTANEOUS
87829,NALOXONE HYDROCHLORIDE (NALOXONE HYDROCHLORIDE DIHYDRATE),OMEGA LABORATORIES LTD,Human,2ML VIALS,Y,MARKETED,SUBCUTANEOUS
87830,DARUNAVIR (DARUNAVIR ETHANOLATE),JANSSEN INC,Human,,Y,MARKETED,ORAL
87831,SILDENAFIL (SILDENAFIL CITRATE),MINT PHARMACEUTICALS INC,Human,,Y,MARKETED,ORAL
87832,SILDENAFIL (SILDENAFIL CITRATE),MINT PHARMACEUTICALS INC,Human,,Y,MARKETED,ORAL
87833,SILDENAFIL (SILDENAFIL CITRATE),MINT PHARMACEUTICALS INC,Human,,Y,MARKETED,ORAL
87834,OCTINOXATE,INTEGA SCIENCES DE LA PEAU / INTEGA SKIN SCIENCES INC,Human,,Y,MARKETED,TOPICAL
87836,SPINOSAD,ELANCO CANADA LIMITED,Veterinary,,Y,MARKETED,ORAL
87837,ALKYL DIMETHYL ETHYLBENZYL AMMONIUM CHLORIDE,PRAIRIE WEST INDUSTRIES 2000 LTD.,Disinfectant,,Y,MARKETED,DISINFECTANT (Institutional/Industrial)
87838,OCTYL DECYL DIMETHYL AMMONIUM CHLORIDE,PRAIRIE WEST INDUSTRIES 2000 LTD.,Disinfectant,,Y,MARKETED,DISINFECTANT (Institutional/Industrial)
87843,DICLOFENAC DIETHYLAMINE,GLAXOSMITHKLINE CONSUMER HEALTHCARE INC.,Human,,Y,MARKETED,TOPICAL
87846,DUTASTERIDE,PHARMASCIENCE INC,Human,,Y,MARKETED,ORAL
87847,LAMIVUDINE,APOTEX INC,Human,,Y,MARKETED,ORAL
87848,TELMISARTAN,ACTAVIS PHARMA COMPANY,Human,,Y,MARKETED,ORAL
87849,TELMISARTAN,ACTAVIS PHARMA COMPANY,Human,,Y,MARKETED,ORAL
87852,SODIUM HYPOCHLORITE,THE CLOROX COMPANY OF CANADA LTD,Disinfectant,,Y,MARKETED,DISINFECTANT (Institutional/Industrial)
87853,TIAMULIN FUMARATE,ELANCO CANADA LIMITED,Veterinary,,Y,MARKETED,ORAL
87858,FIBRINOGEN (HUMAN),CSL BEHRING CANADA INC,Human,900-1300 MG FIBRINOGEN /VIAL (20MG/ML AFTER REC.). SINGLE-USE VIALS,Y,MARKETED,INTRAVENOUS
87859,RIZATRIPTAN (RIZATRIPTAN BENZOATE),PHARMASCIENCE INC,Human,,Y,MARKETED,ORAL
87860,RIZATRIPTAN (RIZATRIPTAN BENZOATE),PHARMASCIENCE INC,Human,,Y,MARKETED,ORAL
87862,SODIUM HYPOCHLORITE,BIOSENTA INC,Disinfectant,,Y,MARKETED,DISINFECTANT (Domestic)
87863,CARPROFEN,NORBROOK LABORATORIES LTD.,Veterinary,,Y,MARKETED,ORAL
87864,CARPROFEN,NORBROOK LABORATORIES LTD.,Veterinary,,Y,MARKETED,ORAL
87865,CARPROFEN,NORBROOK LABORATORIES LTD.,Veterinary,,Y,MARKETED,ORAL
87866,NITROGLYCERIN,APOTEX INC,Human,,Y,MARKETED,SUBLINGUAL
87867,FLUOXETINE (FLUOXETINE HYDROCHLORIDE),ACCORD HEALTHCARE INC,Human,,Y,MARKETED,ORAL
87868,RIZATRIPTAN (RIZATRIPTAN BENZOATE),APOTEX INC,Human,,Y,MARKETED,ORAL
87869,RIZATRIPTAN (RIZATRIPTAN BENZOATE),APOTEX INC,Human,,Y,MARKETED,ORAL
87876,EMTRICITABINE,TEVA CANADA LIMITED,Human,,Y,MARKETED,ORAL
87877,HYDROCHLOROTHIAZIDE,SANDOZ CANADA INCORPORATED,Human,,Y,MARKETED,ORAL
87878,HYDROCHLOROTHIAZIDE,SANDOZ CANADA INCORPORATED,Human,,Y,MARKETED,ORAL
87879,ANASTROZOLE,MINT PHARMACEUTICALS INC,Human,,Y,MARKETED,ORAL
87880,NABILONE,ACTAVIS PHARMA COMPANY,Human,,Y,MARKETED,ORAL
87881,NABILONE,ACTAVIS PHARMA COMPANY,Human,,Y,MARKETED,ORAL
87883,TILMICOSIN (TILMICOSIN PHOSPHATE),ELANCO CANADA LIMITED,Veterinary,,Y,MARKETED,ORAL
87888,O-PHENYLPHENOL,STERIS CORPORATION  ST LOUIS DIVISION,Disinfectant,,Y,MARKETED,DISINFECTANT (Institutional/Industrial)
87890,OCTINOXATE,EMPACK SPRAYTECH INC,Human,,Y,MARKETED,TOPICAL
87891,OCTINOXATE,EMPACK SPRAYTECH INC,Human,,Y,MARKETED,TOPICAL
87893,OCTINOXATE,EMPACK SPRAYTECH INC,Human,SOLUTION,Y,MARKETED,TOPICAL
87894,HOMOSALATE,CLARINS CANADA INC,Human,,Y,MARKETED,TOPICAL
87895,PIRFENIDONE,HOFFMANN-LA ROCHE LIMITED,Human,,Y,MARKETED,ORAL
87901,VALGANCICLOVIR (VALGANCICLOVIR HYDROCHLORIDE),APOTEX INC,Human,,Y,MARKETED,ORAL
87912,HOMOSALATE,VICHY CANADA,Human,,Y,MARKETED,TOPICAL
87913,DROMETRIZOLE TRISILOXANE,VICHY CANADA,Human,,Y,MARKETED,TOPICAL
87916,HOMOSALATE,ESTEE LAUDER DIST,Human,,Y,MARKETED,TOPICAL
87931,HOMOSALATE,BAYER INC,Human,,Y,MARKETED,TOPICAL
87933,OXYCODONE HYDROCHLORIDE,ACTAVIS PHARMA COMPANY,Human,,Y,MARKETED,ORAL
87934,OXYCODONE HYDROCHLORIDE,ACTAVIS PHARMA COMPANY,Human,,Y,MARKETED,ORAL
87935,OXYCODONE HYDROCHLORIDE,ACTAVIS PHARMA COMPANY,Human,,Y,MARKETED,ORAL
87936,OXYCODONE HYDROCHLORIDE,ACTAVIS PHARMA COMPANY,Human,,Y,MARKETED,ORAL
87937,OXYCODONE HYDROCHLORIDE,ACTAVIS PHARMA COMPANY,Human,,Y,MARKETED,ORAL
87939,PREGABALIN,APOTEX INC,Human,,Y,MARKETED,ORAL
87940,PREGABALIN,APOTEX INC,Human,,Y,MARKETED,ORAL
87941,PREGABALIN,APOTEX INC,Human,,Y,MARKETED,ORAL
87942,PREGABALIN,APOTEX INC,Human,,Y,MARKETED,ORAL
87943,PREGABALIN,APOTEX INC,Human,,Y,MARKETED,ORAL
87944,PREGABALIN,APOTEX INC,Human,,Y,MARKETED,ORAL
87947,AMOXICILLIN (AMOXICILLIN TRIHYDRATE),NORBROOK LABORATORIES LTD.,Veterinary,,Y,MARKETED,ORAL
87948,AMOXICILLIN (AMOXICILLIN TRIHYDRATE),NORBROOK LABORATORIES LTD.,Veterinary,,Y,MARKETED,ORAL
87949,AMOXICILLIN (AMOXICILLIN TRIHYDRATE),NORBROOK LABORATORIES LTD.,Veterinary,,Y,MARKETED,ORAL
87950,AMOXICILLIN (AMOXICILLIN TRIHYDRATE),NORBROOK LABORATORIES LTD.,Veterinary,,Y,MARKETED,ORAL
87953,LOSARTAN POTASSIUM,PRO DOC LIMITEE,Human,,Y,MARKETED,ORAL
87954,LOSARTAN POTASSIUM,PRO DOC LIMITEE,Human,,Y,MARKETED,ORAL
87955,LOSARTAN POTASSIUM,PRO DOC LIMITEE,Human,,Y,MARKETED,ORAL
87956,LOSARTAN POTASSIUM,PRO DOC LIMITEE,Human,,Y,MARKETED,ORAL
87957,LOSARTAN POTASSIUM,PRO DOC LIMITEE,Human,,Y,MARKETED,ORAL
87958,LOSARTAN POTASSIUM,PRO DOC LIMITEE,Human,,Y,MARKETED,ORAL
87959,BENZOYL PEROXIDE,THE PROACTIV COMPANY LLC,Human,,Y,MARKETED,TOPICAL
87963,LISINOPRIL (LISINOPRIL DIHYDRATE),AURO PHARMA INC,Human,,Y,MARKETED,ORAL
87964,LISINOPRIL (LISINOPRIL DIHYDRATE),AURO PHARMA INC,Human,,Y,MARKETED,ORAL
87965,LISINOPRIL (LISINOPRIL DIHYDRATE),AURO PHARMA INC,Human,,Y,MARKETED,ORAL
87968,HOMOSALATE,L' OREAL CANADA,Human,,Y,MARKETED,TOPICAL
87974,METHADONE HYDROCHLORIDE,MALLINCKRODT CANADA ULC,Human,,Y,MARKETED,ORAL
87975,METHADONE HYDROCHLORIDE,MALLINCKRODT CANADA ULC,Human,DYE FREE,Y,MARKETED,ORAL
87976,VANCOMYCIN (VANCOMYCIN HYDROCHLORIDE),SANDOZ CANADA INCORPORATED,Human, USP,Y,MARKETED,INTRAVENOUS
87977,VANCOMYCIN (VANCOMYCIN HYDROCHLORIDE),SANDOZ CANADA INCORPORATED,Human, USP,Y,MARKETED,INTRAVENOUS
87978,VANCOMYCIN (VANCOMYCIN HYDROCHLORIDE),SANDOZ CANADA INCORPORATED,Human, USP,Y,MARKETED,INTRAVENOUS
87981,ALKYL DIMETHYL ETHYLBENZYL AMMONIUM CHLORIDE,INNOCORE SALES & MARKETING,Disinfectant,,Y,MARKETED,DISINFECTANT (Institutional/Industrial)
87982,TIMOLOL (TIMOLOL MALEATE),SANDOZ CANADA INCORPORATED,Human,,Y,MARKETED,OPHTHALMIC
87984,BROMPHENIRAMINE MALEATE,PFIZER CONSUMER HEALTHCARE A DIVISION OF PFIZER CANADA INC,Human,DYE,Y,MARKETED,ORAL
87985,DEXTROMETHORPHAN HYDROBROMIDE,PFIZER CONSUMER HEALTHCARE A DIVISION OF PFIZER CANADA INC,Human,DYE,Y,MARKETED,ORAL
87987,THYMOL,GERMIPHENE CORPORATION,Disinfectant,,Y,MARKETED,DISINFECTANT (Institutional/Industrial)
87990,OXYCODONE HYDROCHLORIDE,APOTEX INC,Human,,Y,MARKETED,ORAL
87993,OXYCODONE HYDROCHLORIDE,APOTEX INC,Human,,Y,MARKETED,ORAL
87994,ACETYLSALICYLIC ACID,PHARMASCIENCE INC,Human,,Y,MARKETED,ORAL
87995,HYDROCHLOROTHIAZIDE,SANIS HEALTH INC,Human,,Y,MARKETED,ORAL
87997,HYDROCHLOROTHIAZIDE,SIVEM PHARMACEUTICALS ULC,Human,,Y,MARKETED,ORAL
87998,CLOPIDOGREL (CLOPIDOGREL BISULFATE),PRO DOC LIMITEE,Human,,Y,MARKETED,ORAL
87999,ESOMEPRAZOLE (ESOMEPRAZOLE MAGNESIUM),PRO DOC LIMITEE,Human,,Y,MARKETED,ORAL
88000,ESOMEPRAZOLE (ESOMEPRAZOLE MAGNESIUM),PRO DOC LIMITEE,Human,,Y,MARKETED,ORAL
88002,ALENDRONIC ACID (ALENDRONATE SODIUM),MINT PHARMACEUTICALS INC,Human,,Y,MARKETED,ORAL
88003,ALENDRONIC ACID (ALENDRONATE SODIUM),MINT PHARMACEUTICALS INC,Human,,Y,MARKETED,ORAL
88004,ANASTROZOLE,ACTAVIS PHARMA COMPANY,Human,,Y,MARKETED,ORAL
88007,GLYCOPYRRONIUM (Glycopyrronium Bromide),NOVARTIS PHARMACEUTICALS CANADA INC,Human,CAPSULES TO BE USED ONLY WITH SEEBRI BREEZHALER INHALATION DEVICE - ORAL INHALATION,Y,MARKETED,INHALATION
88014,HOMOSALATE,EMPACK SPRAYTECH INC,Human,,Y,MARKETED,TOPICAL
88015,HOMOSALATE,EMPACK SPRAYTECH INC,Human,,Y,MARKETED,TOPICAL
88017,HOMOSALATE,EMPACK SPRAYTECH INC,Human,,Y,MARKETED,TOPICAL
88019,NITROGEN,NORTHSIDE DEVELOPMENT CORPORATION,Human,,Y,MARKETED,TOPICAL
88022,HOMOSALATE,OMBRELLE CANADA,Human,,Y,MARKETED,TOPICAL
88024,HYDROCHLOROTHIAZIDE,APOTEX INC,Human,,Y,MARKETED,ORAL
88025,HYDROCHLOROTHIAZIDE,APOTEX INC,Human,,Y,MARKETED,ORAL
88027,SODIUM CHLORIDE,FRESENIUS KABI CANADA LTD,Human,,Y,MARKETED,INTRAVENOUS
88034,TELMISARTAN,PRO DOC LIMITEE,Human,,Y,MARKETED,ORAL
88035,TELMISARTAN,PRO DOC LIMITEE,Human,,Y,MARKETED,ORAL
88036,LANSOPRAZOLE,PHARMASCIENCE INC,Human,,Y,MARKETED,ORAL
88037,LANSOPRAZOLE,PHARMASCIENCE INC,Human,,Y,MARKETED,ORAL
88038,TEMOZOLOMIDE,ACTAVIS PHARMA COMPANY,Human,,Y,MARKETED,ORAL
88039,TEMOZOLOMIDE,ACTAVIS PHARMA COMPANY,Human,,Y,MARKETED,ORAL
88040,TEMOZOLOMIDE,ACTAVIS PHARMA COMPANY,Human,,Y,MARKETED,ORAL
88042,TEMOZOLOMIDE,ACTAVIS PHARMA COMPANY,Human,,Y,MARKETED,ORAL
88046,HYDROCHLOROTHIAZIDE,SANIS HEALTH INC,Human,,Y,MARKETED,ORAL
88047,HYDROCHLOROTHIAZIDE,SANIS HEALTH INC,Human,,Y,MARKETED,ORAL
88048,C1 Esterase Inhibitor (Human),VIROPHARMA BIOLOGICS INC,Human,SINGLE-USE VIALS,Y,MARKETED,INTRAVENOUS
88052,OCTINOXATE,SANOFI CONSUMER HEALTH INC SANOFI SANTE GRAND PUBLIC INC,Human,,Y,MARKETED,TOPICAL
88053,QUETIAPINE (QUETIAPINE FUMARATE),TEVA CANADA LIMITED,Human,,Y,MARKETED,ORAL
88054,QUETIAPINE (QUETIAPINE FUMARATE),TEVA CANADA LIMITED,Human,,Y,MARKETED,ORAL
88055,QUETIAPINE (QUETIAPINE FUMARATE),TEVA CANADA LIMITED,Human,,Y,MARKETED,ORAL
88056,QUETIAPINE (QUETIAPINE FUMARATE),TEVA CANADA LIMITED,Human,,Y,MARKETED,ORAL
88057,QUETIAPINE (QUETIAPINE FUMARATE),TEVA CANADA LIMITED,Human,,Y,MARKETED,ORAL
88060,CHARCOAL ACTIVATED,JAMP PHARMA CORPORATION,Human,,Y,MARKETED,ORAL
88061,HYDROCHLOROTHIAZIDE,PRO DOC LIMITEE,Human,,Y,MARKETED,ORAL
88062,HYDROCHLOROTHIAZIDE,PRO DOC LIMITEE,Human,,Y,MARKETED,ORAL
88063,HYDROCHLOROTHIAZIDE,TEVA CANADA LIMITED,Human,,Y,MARKETED,ORAL
88064,HYDROCHLOROTHIAZIDE,TEVA CANADA LIMITED,Human,,Y,MARKETED,ORAL
88069,ALKYL DIMETHYL BENZYL AMMONIUM SACCHARINATE,RECKITT BENCKISER (CANADA) INC,Disinfectant,,Y,MARKETED,DISINFECTANT (Domestic)
88070,ALKYL DIMETHYL ETHYLBENZYL AMMONIUM CHLORIDE,STERILEX LLC DBA STERILEX,Disinfectant,SOLUTION 1 AND SOLUTION 2,Y,MARKETED,DISINFECTANT (Institutional/Industrial)
88071,HOMOSALATE,MARY KAY COSMETICS LTD,Human,,Y,MARKETED,TOPICAL
88072,ANASTROZOLE,PRO DOC LIMITEE,Human,,Y,MARKETED,ORAL
88073,FENTANYL,PRO DOC LIMITEE,Human,,Y,MARKETED,TRANSDERMAL
88074,FENTANYL,PRO DOC LIMITEE,Human,,Y,MARKETED,TRANSDERMAL
88075,FENTANYL,PRO DOC LIMITEE,Human,,Y,MARKETED,TRANSDERMAL
88076,FENTANYL,PRO DOC LIMITEE,Human,,Y,MARKETED,TRANSDERMAL
88077,FENTANYL,PRO DOC LIMITEE,Human,,Y,MARKETED,TRANSDERMAL
88079,TOPIRAMATE,ACCORD HEALTHCARE INC,Human,,Y,MARKETED,ORAL
88080,TOPIRAMATE,ACCORD HEALTHCARE INC,Human,,Y,MARKETED,ORAL
88081,TOPIRAMATE,ACCORD HEALTHCARE INC,Human,,Y,MARKETED,ORAL
88085,CYPROTERONE ACETATE,LABORATOIRE RIVA INC,Human,,Y,MARKETED,ORAL
88090,OCTINOXATE,EMPACK SPRAYTECH INC,Human,,Y,MARKETED,TOPICAL
88091,OCTINOXATE,EMPACK SPRAYTECH INC,Human,,Y,MARKETED,TOPICAL
88093,OCTINOXATE,EMPACK SPRAYTECH INC,Human,,Y,MARKETED,TOPICAL
88094,OCTINOXATE,EMPACK SPRAYTECH INC,Human,,Y,MARKETED,TOPICAL
88096,OCTINOXATE,EMPACK SPRAYTECH INC,Human,,Y,MARKETED,TOPICAL
88097,OCTINOXATE,EMPACK SPRAYTECH INC,Human,,Y,MARKETED,TOPICAL
88099,OCTINOXATE,EMPACK SPRAYTECH INC,Human,,Y,MARKETED,TOPICAL
88100,OCTINOXATE,EMPACK SPRAYTECH INC,Human,,Y,MARKETED,TOPICAL
88102,OCTINOXATE,EMPACK SPRAYTECH INC,Human,,Y,MARKETED,TOPICAL
88103,OCTINOXATE,EMPACK SPRAYTECH INC,Human,,Y,MARKETED,TOPICAL
88106,NAPROXEN SODIUM,PHARMASCIENCE INC,Human,,Y,MARKETED,ORAL
