Drug,Status,Phase
Colchicine,Terminated,Phase 2
Pegfilgrastim,Terminated,Phase 2
Erlotinib,Terminated,Phase 2
Cycloserine,Withdrawn,Phase 2
Clofarabine,Terminated,Phase 2
Cytarabine,Terminated,Phase 2
Clofarabine,Terminated,Phase 2
Cytarabine,Terminated,Phase 2
Clofarabine,Terminated,Phase 2
Cytarabine,Terminated,Phase 2
Clofarabine,Terminated,Phase 2
Cytarabine,Terminated,Phase 2
Clofarabine,Terminated,Phase 2
Cytarabine,Terminated,Phase 2
Clofarabine,Terminated,Phase 2
Cytarabine,Terminated,Phase 2
Clofarabine,Terminated,Phase 2
Cytarabine,Terminated,Phase 2
Topiramate,Terminated,Phase 2
Zonisamide,Terminated,Phase 2
Piracetam,Terminated,Phase 2
Voriconazole,Terminated,Phase 3
Sevelamer,Terminated,Phase 3
Sevelamer,Terminated,Phase 3
Busulfan,Withdrawn,Phase 1
Rituximab,Withdrawn,Phase 2
Lenalidomide,Withdrawn,Phase 2
Paroxetine,Terminated,Phase 3
Floxuridine,Terminated,Phase 2
Cisplatin,Terminated,Phase 2
Irinotecan,Terminated,Phase 2
Amphotericin B,Terminated,Phase 2
Flucytosine,Terminated,Phase 2
Glycine betaine,Terminated,Phase 0
Ampicillin,Suspended,Phase 2/Phase 3
Sulbactam,Suspended,Phase 2/Phase 3
Valsartan,Terminated,Phase 3
Ramipril,Terminated,Phase 3
Valsartan,Terminated,Phase 3
Ramipril,Terminated,Phase 3
Bevacizumab,Terminated,Phase 2
Pregabalin,Terminated,Phase 3
Pregabalin,Terminated,Phase 3
Prednisone,Terminated,Phase 1/Phase 2
Sunitinib,Terminated,Phase 1/Phase 2
Prednisone,Terminated,Phase 1/Phase 2
Sunitinib,Terminated,Phase 1/Phase 2
Pregabalin,Terminated,Phase 2
Thiamine,Terminated,Phase 3
Promethazine,Terminated,Phase 3
Diphenhydramine,Terminated,Phase 3
Modafinil,Terminated,Phase 2
Methamphetamine,Terminated,Phase 2
Armodafinil,Terminated,Phase 2
Dasatinib,Terminated,Phase 2
Risperidone,Terminated,Phase 3
Quetiapine,Terminated,Phase 3
Aripiprazole,Terminated,Phase 3
Risperidone,Terminated,Phase 3
Quetiapine,Terminated,Phase 3
Aripiprazole,Terminated,Phase 3
Pregabalin,Terminated,Phase 2
Pregabalin,Terminated,Phase 2
Prednisone,Terminated,Phase 1/Phase 2
Vorinostat,Terminated,Phase 1/Phase 2
Zoledronic acid,Terminated,Phase 1
Linezolid,Terminated,Phase 3
Quetiapine,Terminated,Phase 3
Quetiapine,Terminated,Phase 3
Cisplatin,Terminated,Phase 1/Phase 2
Temozolomide,Terminated,Phase 3
Mifepristone,Terminated,Phase 3
Rituximab,Terminated,Phase 2
Bortezomib,Terminated,Phase 2
Dacarbazine,Terminated,Phase 1
Temozolomide,Terminated,Phase 1
Dasatinib,Terminated,Phase 1
Dacarbazine,Terminated,Phase 1
Temozolomide,Terminated,Phase 1
Dasatinib,Terminated,Phase 1
Dacarbazine,Terminated,Phase 1
Temozolomide,Terminated,Phase 1
Dasatinib,Terminated,Phase 1
Cetuximab,Terminated,Phase 1
Sunitinib,Terminated,Phase 1
Cetuximab,Terminated,Phase 1
Sunitinib,Terminated,Phase 1
Cetuximab,Terminated,Phase 1
Sunitinib,Terminated,Phase 1
Cetuximab,Terminated,Phase 1
Sunitinib,Terminated,Phase 1
Cetuximab,Terminated,Phase 1
Sunitinib,Terminated,Phase 1
Cetuximab,Terminated,Phase 1
Sunitinib,Terminated,Phase 1
Cetuximab,Terminated,Phase 1
Sunitinib,Terminated,Phase 1
Cetuximab,Terminated,Phase 1
Sunitinib,Terminated,Phase 1
Cetuximab,Terminated,Phase 1
Sunitinib,Terminated,Phase 1
Cetuximab,Terminated,Phase 1
Sunitinib,Terminated,Phase 1
Cetuximab,Terminated,Phase 1
Sunitinib,Terminated,Phase 1
Cetuximab,Terminated,Phase 1
Sunitinib,Terminated,Phase 1
Cetuximab,Terminated,Phase 1
Sunitinib,Terminated,Phase 1
Cetuximab,Terminated,Phase 1
Sunitinib,Terminated,Phase 1
Cetuximab,Terminated,Phase 1
Sunitinib,Terminated,Phase 1
Cetuximab,Terminated,Phase 1
Sunitinib,Terminated,Phase 1
Cetuximab,Terminated,Phase 1
Sunitinib,Terminated,Phase 1
Cetuximab,Terminated,Phase 1
Sunitinib,Terminated,Phase 1
Cetuximab,Terminated,Phase 1
Sunitinib,Terminated,Phase 1
Cetuximab,Terminated,Phase 1
Sunitinib,Terminated,Phase 1
Cetuximab,Terminated,Phase 1
Sunitinib,Terminated,Phase 1
Cetuximab,Terminated,Phase 1
Sunitinib,Terminated,Phase 1
Cetuximab,Terminated,Phase 1
Sunitinib,Terminated,Phase 1
Cetuximab,Terminated,Phase 1
Sunitinib,Terminated,Phase 1
Cetuximab,Terminated,Phase 1
Sunitinib,Terminated,Phase 1
Cetuximab,Terminated,Phase 1
Sunitinib,Terminated,Phase 1
Cetuximab,Terminated,Phase 1
Sunitinib,Terminated,Phase 1
Cetuximab,Terminated,Phase 1
Sunitinib,Terminated,Phase 1
Cetuximab,Terminated,Phase 1
Sunitinib,Terminated,Phase 1
Cetuximab,Terminated,Phase 1
Sunitinib,Terminated,Phase 1
Cetuximab,Terminated,Phase 1
Sunitinib,Terminated,Phase 1
Sorafenib,Terminated,Phase 2
Oxaliplatin,Terminated,Phase 2
Irinotecan,Terminated,Phase 2
Oxytocin,Terminated,Phase 2
Lamotrigine,Terminated,Phase 1
Zoledronic acid,Terminated,Phase 2
Panobinostat,Terminated,Phase 1
Cetuximab,Terminated,Phase 1/Phase 2
Sunitinib,Terminated,Phase 2
Sunitinib,Terminated,Phase 2
Cisplatin,Withdrawn,Phase 3
Ondansetron,Withdrawn,Phase 3
Dexamethasone,Withdrawn,Phase 3
Vincristine,Suspended,Phase 3
Etoposide,Suspended,Phase 3
Dactinomycin,Suspended,Phase 3
Doxorubicin,Suspended,Phase 3
Vincristine,Suspended,Phase 3
Etoposide,Suspended,Phase 3
Dactinomycin,Suspended,Phase 3
Doxorubicin,Suspended,Phase 3
Vincristine,Suspended,Phase 3
Etoposide,Suspended,Phase 3
Dactinomycin,Suspended,Phase 3
Doxorubicin,Suspended,Phase 3
Vincristine,Suspended,Phase 3
Etoposide,Suspended,Phase 3
Dactinomycin,Suspended,Phase 3
Doxorubicin,Suspended,Phase 3
Vincristine,Suspended,Phase 3
Etoposide,Suspended,Phase 3
Dactinomycin,Suspended,Phase 3
Doxorubicin,Suspended,Phase 3
Vincristine,Suspended,Phase 3
Etoposide,Suspended,Phase 3
Dactinomycin,Suspended,Phase 3
Doxorubicin,Suspended,Phase 3
Vincristine,Suspended,Phase 3
Etoposide,Suspended,Phase 3
Dactinomycin,Suspended,Phase 3
Doxorubicin,Suspended,Phase 3
Vincristine,Suspended,Phase 3
Etoposide,Suspended,Phase 3
Dactinomycin,Suspended,Phase 3
Doxorubicin,Suspended,Phase 3
Vincristine,Suspended,Phase 3
Etoposide,Suspended,Phase 3
Dactinomycin,Suspended,Phase 3
Doxorubicin,Suspended,Phase 3
Vincristine,Suspended,Phase 3
Etoposide,Suspended,Phase 3
Dactinomycin,Suspended,Phase 3
Doxorubicin,Suspended,Phase 3
Gemcitabine,Withdrawn,Phase 2
Carboplatin,Withdrawn,Phase 2
Dexamethasone,Terminated,Phase 3
Haloperidol,Terminated,Phase 3
Quetiapine,Terminated,Phase 3
Cetuximab,Withdrawn,Phase 2
Fluorouracil,Withdrawn,Phase 2
Capecitabine,Withdrawn,Phase 2
Denileukin diftitox,Terminated,Phase 1/Phase 2
Aldesleukin,Terminated,Phase 1/Phase 2
Denileukin diftitox,Terminated,Phase 1/Phase 2
Aldesleukin,Terminated,Phase 1/Phase 2
Sunitinib,Terminated,Phase 2
Oxaliplatin,Terminated,Phase 2
Fluorouracil,Terminated,Phase 2
Capecitabine,Terminated,Phase 2
Midazolam,Terminated,Phase 2
Carboplatin,Terminated,Phase 2
Paclitaxel,Terminated,Phase 2
Alemtuzumab,Terminated,Phase 1
Bendamustine,Terminated,Phase 1
Alemtuzumab,Terminated,Phase 1
Bendamustine,Terminated,Phase 1
Alemtuzumab,Terminated,Phase 1
Bendamustine,Terminated,Phase 1
Alemtuzumab,Terminated,Phase 1
Bendamustine,Terminated,Phase 1
Alemtuzumab,Terminated,Phase 1
Bendamustine,Terminated,Phase 1
Alemtuzumab,Terminated,Phase 1
Bendamustine,Terminated,Phase 1
Cyproheptadine,Terminated,Phase 2
Cyproheptadine,Terminated,Phase 2
Cyproheptadine,Terminated,Phase 2
Cyproheptadine,Terminated,Phase 2
Erlotinib,Terminated,Phase 2
Pertuzumab,Terminated,Phase 2
Erlotinib,Terminated,Phase 2
Pertuzumab,Terminated,Phase 2
Erlotinib,Terminated,Phase 2
Pertuzumab,Terminated,Phase 2
Erlotinib,Terminated,Phase 2
Pertuzumab,Terminated,Phase 2
Bevacizumab,Terminated,Phase 2
Sirolimus,Terminated,Phase 2
Everolimus,Terminated,Phase 2
Lovastatin,Withdrawn,Phase 2
Darbepoetin alfa,Terminated,Phase 2
Lenalidomide,Terminated,Phase 1/Phase 2
Thalidomide,Terminated,Phase 1/Phase 2
Palonosetron,Terminated,Phase 2
Palonosetron,Terminated,Phase 2
Oxycodone,Terminated,Phase 3
Norepinephrine,Terminated,Phase 2
Droxidopa,Terminated,Phase 2
Norepinephrine,Terminated,Phase 2
Droxidopa,Terminated,Phase 2
Tramadol,Terminated,Phase 3
Modafinil,Terminated,Phase 3
Armodafinil,Terminated,Phase 3
Tramadol,Terminated,Phase 3
Cyclophosphamide,Terminated,Phase 1
Vincristine,Terminated,Phase 1
Irinotecan,Terminated,Phase 1
Etoposide,Terminated,Phase 1
Temozolomide,Terminated,Phase 1
Doxorubicin,Terminated,Phase 1
Ifosfamide,Terminated,Phase 1
Cyclophosphamide,Terminated,Phase 1
Vincristine,Terminated,Phase 1
Irinotecan,Terminated,Phase 1
Etoposide,Terminated,Phase 1
Temozolomide,Terminated,Phase 1
Doxorubicin,Terminated,Phase 1
Ifosfamide,Terminated,Phase 1
Irinotecan,Terminated,Phase 1
Etoposide,Terminated,Phase 1
Temozolomide,Terminated,Phase 1
Ifosfamide,Terminated,Phase 1
Clindamycin,Withdrawn,Phase 2
Vardenafil,Suspended,Phase 2
Erlotinib,Withdrawn,Phase 2
Bevacizumab,Terminated,Phase 2
Cisplatin,Terminated,Phase 2
Triptorelin,Terminated,Phase 3
Sorafenib,Terminated,Phase 3
Sorafenib,Terminated,Phase 3
Sorafenib,Terminated,Phase 3
Sorafenib,Terminated,Phase 3
Sorafenib,Terminated,Phase 3
Sorafenib,Terminated,Phase 3
Sorafenib,Terminated,Phase 3
Cetuximab,Terminated,Phase 1/Phase 2
Irinotecan,Terminated,Phase 1/Phase 2
Carboplatin,Withdrawn,Phase 1
Paclitaxel,Withdrawn,Phase 1
Azacitidine,Terminated,Phase 2
Danazol,Terminated,Phase 1/Phase 2
Indomethacin,Withdrawn,Phase 2
Apremilast,Withdrawn,Phase 2
Cetuximab,Withdrawn,Phase 2
Carboplatin,Withdrawn,Phase 2
Ramipril,Terminated,Phase 2
Simvastatin,Terminated,Phase 2
Salicylic acid,Terminated,Phase 2
Acetylsalicylic acid,Terminated,Phase 2
Simvastatin,Terminated,Phase 2
Salicylic acid,Terminated,Phase 2
Acetylsalicylic acid,Terminated,Phase 2
Magnesium Sulfate,Terminated,Phase 3
Magnesium Sulfate,Terminated,Phase 3
Aminosalicylic Acid,Terminated,Phase 3
Prednisone,Terminated,Phase 3
Bevacizumab,Terminated,Phase 2
Erlotinib,Terminated,Phase 2
Carboplatin,Terminated,Phase 2
Paclitaxel,Terminated,Phase 2
Bevacizumab,Terminated,Phase 2
Erlotinib,Terminated,Phase 2
Carboplatin,Terminated,Phase 2
Paclitaxel,Terminated,Phase 2
Carboplatin,Terminated,Phase 1/Phase 2
Vorinostat,Terminated,Phase 1/Phase 2
Hydroxyurea,Withdrawn,Phase 2
Hydroxyurea,Withdrawn,Phase 2
Cisplatin,Terminated,Phase 2
Carboplatin,Terminated,Phase 2
Irinotecan,Terminated,Phase 2
Asparaginase,Terminated,Phase 2
Pegaspargase,Terminated,Phase 2
Cyclophosphamide,Terminated,Phase 2
Vincristine,Terminated,Phase 2
Methotrexate,Terminated,Phase 2
Imatinib,Terminated,Phase 2
Prednisolone,Terminated,Phase 2
Methylprednisolone,Terminated,Phase 2
Doxorubicin,Terminated,Phase 2
Dexamethasone,Terminated,Phase 2
Metoprolol,Terminated,Phase 2
Pregabalin,Withdrawn,Phase 3
Artesunate,Terminated,Phase 2
Darbepoetin alfa,Terminated,Phase 2
Darbepoetin alfa,Terminated,Phase 2
Erlotinib,Terminated,Phase 2
Sirolimus,Terminated,Phase 2
Everolimus,Terminated,Phase 2
Sitagliptin,Terminated,Phase 3
Bevacizumab,Suspended,Phase 2
Hydroxychloroquine,Suspended,Phase 2
Warfarin,Terminated,Phase 3
Riluzole,Terminated,Phase 1
Bevacizumab,Terminated,Phase 0
Bevacizumab,Terminated,Phase 0
Dopamine,Terminated,Phase 2
Somatostatin,Terminated,Phase 2
Cytarabine,Terminated,Phase 2
Idarubicin,Terminated,Phase 2
Cyclophosphamide,Terminated,Phase 3
Mycophenolate mofetil,Terminated,Phase 3
Mycophenolic acid,Terminated,Phase 3
Irinotecan,Terminated,Phase 1
Gemcitabine,Terminated,Phase 1
Carboplatin,Terminated,Phase 1
Doxorubicin,Terminated,Phase 1
Gemcitabine,Terminated,Phase 1
Carboplatin,Terminated,Phase 1
Doxorubicin,Terminated,Phase 1
Gemcitabine,Terminated,Phase 1
Carboplatin,Terminated,Phase 1
Doxorubicin,Terminated,Phase 1
Valproic Acid,Terminated,Phase 1
Sirolimus,Terminated,Phase 1/Phase 2
Bicalutamide,Terminated,Phase 1/Phase 2
Everolimus,Terminated,Phase 1/Phase 2
Cisplatin,Withdrawn,Phase 2
Cisplatin,Withdrawn,Phase 2
Atomoxetine,Terminated,Phase 1
Methamphetamine,Terminated,Phase 1
Atomoxetine,Terminated,Phase 1
Methamphetamine,Terminated,Phase 1
Hydrocortisone,Terminated,Phase 3
Choline,Terminated,Phase 2
Dexamethasone,Terminated,Phase 2
Sirolimus,Terminated,Phase 2/Phase 3
Everolimus,Terminated,Phase 2/Phase 3
Carboplatin,Terminated,Phase 2
Paclitaxel,Terminated,Phase 2
Thalidomide,Terminated,Phase 3
Lenalidomide,Terminated,Phase 3
Thalidomide,Terminated,Phase 3
Rosuvastatin,Terminated,Phase 3
Rosuvastatin,Terminated,Phase 3
Dopamine,Terminated,Phase 2
Somatostatin,Terminated,Phase 2
Topotecan,Suspended,Phase 1/Phase 2
Irinotecan,Terminated,Phase 2
Pegfilgrastim,Terminated,Phase 2
Cyclophosphamide,Terminated,Phase 3
Oxycodone,Terminated,Phase 3
Naloxone,Terminated,Phase 3
Oxycodone,Terminated,Phase 3
Dexmedetomidine,Withdrawn,Phase 2
Fentanyl,Withdrawn,Phase 2
Propofol,Withdrawn,Phase 2
Acetaminophen,Withdrawn,Phase 1/Phase 2
Phenylephrine,Withdrawn,Phase 1/Phase 2
Oxymetazoline,Withdrawn,Phase 1/Phase 2
Dimetindene,Withdrawn,Phase 1/Phase 2
Acetylcysteine,Terminated,Phase 3
Warfarin,Terminated,Phase 2
Norepinephrine,Terminated,Phase 3
Flibanserin,Terminated,Phase 3
Norepinephrine,Terminated,Phase 3
Flibanserin,Terminated,Phase 3
Prednisolone,Suspended,Phase 2
Methylprednisolone,Suspended,Phase 2
Lenalidomide,Terminated,Phase 2
Thalidomide,Terminated,Phase 2
Mesalazine,Terminated,Phase 3
Rituximab,Terminated,Phase 1
Prednisolone,Withdrawn,Phase 2
Methylprednisolone,Withdrawn,Phase 2
Panobinostat,Withdrawn,Phase 2
Propranolol,Withdrawn,Phase 2/Phase 3
Simvastatin,Terminated,Phase 3
Cefixime,Terminated,Phase 3
Clofarabine,Withdrawn,Phase 1
Tretinoin,Withdrawn,Phase 3
Azacitidine,Withdrawn,Phase 3
Paclitaxel,Terminated,Phase 1
Paclitaxel,Terminated,Phase 1
Dexmedetomidine,Terminated,Phase 3
Rituximab,Terminated,Phase 1
Cyclophosphamide,Terminated,Phase 1
Rituximab,Terminated,Phase 1
Cyclophosphamide,Terminated,Phase 1
Rituximab,Terminated,Phase 1
Cyclophosphamide,Terminated,Phase 1
Rituximab,Terminated,Phase 1
Cyclophosphamide,Terminated,Phase 1
Rituximab,Terminated,Phase 1
Cyclophosphamide,Terminated,Phase 1
Rituximab,Terminated,Phase 1
Cyclophosphamide,Terminated,Phase 1
Rituximab,Terminated,Phase 1
Cyclophosphamide,Terminated,Phase 1
Rituximab,Terminated,Phase 1
Cyclophosphamide,Terminated,Phase 1
Rituximab,Terminated,Phase 1
Cyclophosphamide,Terminated,Phase 1
Rituximab,Terminated,Phase 1
Cyclophosphamide,Terminated,Phase 1
Rituximab,Terminated,Phase 1
Cyclophosphamide,Terminated,Phase 1
Fenofibrate,Terminated,Phase 3
Atorvastatin,Terminated,Phase 3
Rifampicin,Terminated,Phase 1
Sildenafil,Terminated,Phase 2
Sildenafil,Terminated,Phase 2
Ibuprofen,Withdrawn,Phase 2
Simvastatin,Withdrawn,Phase 1/Phase 2
Voriconazole,Terminated,Phase 3
Venlafaxine,Terminated,Phase 2
Cisplatin,Terminated,Phase 2
Cisplatin,Terminated,Phase 2
Cisplatin,Withdrawn,Phase 2
Pemetrexed,Withdrawn,Phase 2
Cisplatin,Withdrawn,Phase 2
Pemetrexed,Withdrawn,Phase 2
Cisplatin,Withdrawn,Phase 2
Pemetrexed,Withdrawn,Phase 2
Cisplatin,Withdrawn,Phase 2
Pemetrexed,Withdrawn,Phase 2
Ziprasidone,Terminated,Phase 3
Lovastatin,Withdrawn,Phase 2
Lovastatin,Withdrawn,Phase 2
Omeprazole,Terminated,Phase 1/Phase 2
Gemcitabine,Terminated,Phase 2
Pemetrexed,Terminated,Phase 2
Erythromycin,Terminated,Phase 2
Naltrexone,Terminated,Phase 2
Methylnaltrexone,Terminated,Phase 2
Bevacizumab,Terminated,Phase 2
Edetic Acid,Terminated,Phase 3
Acetylcysteine,Terminated,Phase 3
Lapatinib,Terminated,Phase 1/Phase 2
Vorinostat,Terminated,Phase 1/Phase 2
Goserelin,Terminated,Phase 1
Exemestane,Terminated,Phase 1
Goserelin,Terminated,Phase 1
Exemestane,Terminated,Phase 1
Dextroamphetamine,Terminated,Phase 3
Carboplatin,Terminated,Phase 2
Carboplatin,Terminated,Phase 2
Amitriptyline,Terminated,Phase 3
Cyclobenzaprine,Terminated,Phase 3
Aminolevulinic acid,Terminated,Phase 1/Phase 2
Aminolevulinic acid,Terminated,Phase 1/Phase 2
Aminolevulinic acid,Terminated,Phase 1/Phase 2
Aminolevulinic acid,Terminated,Phase 1/Phase 2
Aminolevulinic acid,Terminated,Phase 1/Phase 2
Aminolevulinic acid,Terminated,Phase 1/Phase 2
Aminolevulinic acid,Terminated,Phase 1/Phase 2
Vitamin C,Suspended,Phase 2
Vitamin C,Suspended,Phase 2
Vitamin C,Suspended,Phase 2
Vitamin C,Suspended,Phase 2
Atorvastatin,Terminated,Phase 3
Tolbutamide,Terminated,Phase 1
Lidocaine,Terminated,Phase 2
Lidocaine,Terminated,Phase 2
Peginterferon alfa-2a,Suspended,Phase 2
Ribavirin,Suspended,Phase 2
Docetaxel,Terminated,Phase 1
Anidulafungin,Withdrawn,Phase 3
Voriconazole,Withdrawn,Phase 3
Anidulafungin,Withdrawn,Phase 3
Anidulafungin,Withdrawn,Phase 3
Voriconazole,Withdrawn,Phase 3
Cisplatin,Terminated,Phase 1
Pemetrexed,Terminated,Phase 1
Rasagiline,Terminated,Phase 3
Nicardipine,Suspended,Phase 3
Celecoxib,Terminated,Phase 2
Methotrexate,Terminated,Phase 2
Methotrexate,Terminated,Phase 2
Clofarabine,Terminated,Phase 2
Cytarabine,Terminated,Phase 2
Cisplatin,Terminated,Phase 3
Cisplatin,Withdrawn,Phase 1
Etoposide,Withdrawn,Phase 1
Panobinostat,Withdrawn,Phase 1
Aldesleukin,Terminated,Phase 2
Aldesleukin,Terminated,Phase 2
Pioglitazone,Withdrawn,Phase 2/Phase 3
Pegaspargase,Terminated,Phase 1
Vincristine,Terminated,Phase 1
Methotrexate,Terminated,Phase 1
Prednisone,Terminated,Phase 1
Alefacept,Terminated,Phase 1
Sirolimus,Terminated,Phase 2
Everolimus,Terminated,Phase 2
Sirolimus,Terminated,Phase 2
Everolimus,Terminated,Phase 2
Zoledronic acid,Terminated,Phase 3
Oxaliplatin,Withdrawn,Phase 2
Oxaliplatin,Withdrawn,Phase 2
Clomifene,Terminated,Phase 2
Methyltestosterone,Terminated,Phase 2
Pramlintide,Withdrawn,Phase 1/Phase 2
Bortezomib,Withdrawn,Phase 2
Teriparatide,Terminated,Phase 2
Valproic Acid,Terminated,Phase 1
Sirolimus,Terminated,Phase 1
Everolimus,Terminated,Phase 1
Valproic Acid,Terminated,Phase 1
Sirolimus,Terminated,Phase 1
Everolimus,Terminated,Phase 1
Miltefosine,Terminated,Phase 2
Gemcitabine,Terminated,Phase 2
Arsenic trioxide,Terminated,Phase 2
Carboplatin,Withdrawn,Phase 2
Latanoprost,Terminated,Phase 1
Mesalazine,Terminated,Phase 3
Sirolimus,Withdrawn,Phase 1
Everolimus,Withdrawn,Phase 1
Cyclophosphamide,Terminated,Phase 3
Busulfan,Terminated,Phase 3
Bevacizumab,Terminated,Phase 1/Phase 2
Bevacizumab,Terminated,Phase 1/Phase 2
Bevacizumab,Terminated,Phase 1/Phase 2
Bevacizumab,Terminated,Phase 1/Phase 2
Bevacizumab,Terminated,Phase 1/Phase 2
Bevacizumab,Terminated,Phase 1/Phase 2
Sunitinib,Terminated,Phase 2
Sunitinib,Terminated,Phase 2
Cisplatin,Terminated,Phase 1/Phase 2
Etoposide,Terminated,Phase 1/Phase 2
Aldesleukin,Terminated,Phase 1
Vidarabine,Terminated,Phase 1
Cyclophosphamide,Terminated,Phase 1
Fludarabine,Terminated,Phase 1
Aldesleukin,Terminated,Phase 1
Vidarabine,Terminated,Phase 1
Cyclophosphamide,Terminated,Phase 1
Fludarabine,Terminated,Phase 1
Aldesleukin,Terminated,Phase 1
Vidarabine,Terminated,Phase 1
Cyclophosphamide,Terminated,Phase 1
Fludarabine,Terminated,Phase 1
Aldesleukin,Terminated,Phase 1
Vidarabine,Terminated,Phase 1
Cyclophosphamide,Terminated,Phase 1
Fludarabine,Terminated,Phase 1
Duloxetine,Terminated,Phase 2
Duloxetine,Terminated,Phase 2
Doxorubicin,Suspended,Phase 1/Phase 2
Doxorubicin,Suspended,Phase 1/Phase 2
Cisplatin,Terminated,Phase 1
Etoposide,Terminated,Phase 1
Doxorubicin,Terminated,Phase 1
Ifosfamide,Terminated,Phase 1
Amlodipine,Terminated,Phase 3
Hydrochlorothiazide,Terminated,Phase 3
Aprepitant,Suspended,Phase 2
Fosaprepitant,Suspended,Phase 2
Aprepitant,Suspended,Phase 2
Fosaprepitant,Suspended,Phase 2
Erlotinib,Terminated,Phase 2
Sitagliptin,Terminated,Phase 2
Etomidate,Withdrawn,Phase 3
Propofol,Withdrawn,Phase 3
Memantine,Terminated,Phase 2
Etoposide,Terminated,Phase 1
Azacitidine,Terminated,Phase 1
Mitoxantrone,Terminated,Phase 1
Etoposide,Terminated,Phase 1
Azacitidine,Terminated,Phase 1
Mitoxantrone,Terminated,Phase 1
Etoposide,Terminated,Phase 1
Azacitidine,Terminated,Phase 1
Mitoxantrone,Terminated,Phase 1
Etoposide,Terminated,Phase 1
Azacitidine,Terminated,Phase 1
Mitoxantrone,Terminated,Phase 1
Etoposide,Terminated,Phase 1
Azacitidine,Terminated,Phase 1
Mitoxantrone,Terminated,Phase 1
Etoposide,Terminated,Phase 1
Azacitidine,Terminated,Phase 1
Mitoxantrone,Terminated,Phase 1
Etoposide,Terminated,Phase 1
Azacitidine,Terminated,Phase 1
Mitoxantrone,Terminated,Phase 1
Etoposide,Terminated,Phase 1
Azacitidine,Terminated,Phase 1
Mitoxantrone,Terminated,Phase 1
Etoposide,Terminated,Phase 1
Azacitidine,Terminated,Phase 1
Mitoxantrone,Terminated,Phase 1
Etoposide,Terminated,Phase 1
Azacitidine,Terminated,Phase 1
Mitoxantrone,Terminated,Phase 1
Etoposide,Terminated,Phase 1
Azacitidine,Terminated,Phase 1
Mitoxantrone,Terminated,Phase 1
Amphotericin B,Suspended,Phase 2
Ramipril,Terminated,Phase 2
Benazepril,Terminated,Phase 2
Losartan,Terminated,Phase 2
Lisinopril,Terminated,Phase 2
Sirolimus,Withdrawn,Phase 2
Everolimus,Withdrawn,Phase 2
Cyclophosphamide,Withdrawn,Phase 2
Denileukin diftitox,Terminated,Phase 1
Cyclophosphamide,Terminated,Phase 1/Phase 2
Fludarabine,Terminated,Phase 1/Phase 2
Cyclophosphamide,Terminated,Phase 1/Phase 2
Fludarabine,Terminated,Phase 1/Phase 2
Infliximab,Withdrawn,Phase 1/Phase 2
Norepinephrine,Terminated,Phase 3
Terlipressin,Terminated,Phase 3
Norepinephrine,Terminated,Phase 1
Irinotecan,Terminated,Phase 2
Irinotecan,Terminated,Phase 2
Irinotecan,Terminated,Phase 2
Irinotecan,Terminated,Phase 2
Irinotecan,Terminated,Phase 2
Irinotecan,Terminated,Phase 2
Irinotecan,Terminated,Phase 2
Lapatinib,Terminated,Phase 2
Aldesleukin,Terminated,Phase 2
Cyclophosphamide,Terminated,Phase 2
Fludarabine,Terminated,Phase 2
Lenalidomide,Withdrawn,Phase 2
Lenalidomide,Withdrawn,Phase 2
Cholecalciferol,Withdrawn,Phase 1
Sirolimus,Withdrawn,Phase 2
Doxorubicin,Withdrawn,Phase 2
Everolimus,Withdrawn,Phase 2
Varenicline,Withdrawn,Phase 1
Niacin,Terminated,Phase 3
Simvastatin,Terminated,Phase 3
Nicotinamide,Terminated,Phase 3
Niacin,Terminated,Phase 3
Simvastatin,Terminated,Phase 3
Nicotinamide,Terminated,Phase 3
Bevacizumab,Withdrawn,Phase 2
Oxaliplatin,Withdrawn,Phase 2
Fluorouracil,Withdrawn,Phase 2
Irinotecan,Withdrawn,Phase 2
Capecitabine,Withdrawn,Phase 2
Ropivacaine,Withdrawn,Phase 2
Clonidine,Withdrawn,Phase 2
Tacrolimus,Terminated,Phase 3
Thalidomide,Terminated,Phase 2
Apremilast,Terminated,Phase 2
Bupivacaine,Withdrawn,Phase 3
Levobupivacaine,Withdrawn,Phase 3
Gemcitabine,Terminated,Phase 1
Cisplatin,Terminated,Phase 1
Gemcitabine,Terminated,Phase 1
Cisplatin,Terminated,Phase 1
Gemcitabine,Terminated,Phase 1
Cisplatin,Terminated,Phase 1
Gemcitabine,Terminated,Phase 1
Cisplatin,Terminated,Phase 1
Gemcitabine,Terminated,Phase 1
Cisplatin,Terminated,Phase 1
Gemcitabine,Terminated,Phase 1
Cisplatin,Terminated,Phase 1
Gemcitabine,Terminated,Phase 1
Cisplatin,Terminated,Phase 1
Gemcitabine,Terminated,Phase 1
Cisplatin,Terminated,Phase 1
Gemcitabine,Terminated,Phase 1
Cisplatin,Terminated,Phase 1
Gemcitabine,Terminated,Phase 1
Cisplatin,Terminated,Phase 1
Gemcitabine,Terminated,Phase 1
Cisplatin,Terminated,Phase 1
Gemcitabine,Terminated,Phase 1
Carboplatin,Terminated,Phase 1
Doxorubicin,Terminated,Phase 1
Paclitaxel,Terminated,Phase 1
Gemcitabine,Terminated,Phase 1
Carboplatin,Terminated,Phase 1
Doxorubicin,Terminated,Phase 1
Paclitaxel,Terminated,Phase 1
Tacrolimus,Withdrawn,Phase 3
Temozolomide,Suspended,Phase 2
